chro	tsne_p50_1	tsne_p50_2	tsne_p100_1	tsne_p100_2	tsne_p250_1	tsne_p250_2	tsne_p1000_1	tsne_p1000_2
AGAP000272	X	88.58122024	-44.99348655	38.76625169	-6.179870742	4.132190267	-4.375236223	1.555885936	-0.537094459
AGAP000273	X	-52.73930197	-122.4998957	-60.82994157	75.42434985	-7.829183547	22.91420489	-1.132473481	-5.128318281
AGAP000274	X	-52.84815287	-24.63457398	41.50350433	15.88689404	10.04093355	-1.868230727	1.581162067	-0.355703447
AGAP000275	X	2.929707552	-85.48230356	-57.63402782	16.51280345	-8.413219558	11.13621969	0.328557194	1.684452781
AGAP000277	X	-51.27399018	26.06046854	1.034671913	52.27815204	6.171370938	13.01145971	-1.715921015	-2.035219479
AGAP000278	X	3.499519665	-40.4322126	-14.09736586	-3.420008757	-3.730853121	2.952761831	0.265360023	0.116484771
AGAP000279	X	-56.25363922	-21.02680953	43.06157875	14.96978511	10.66175933	-2.231611844	2.336993691	-0.16219089
AGAP000280	X	-57.09794081	-99.8454883	-43.79442504	72.32909388	-4.020298118	21.25725518	-1.109378808	-3.898557216
AGAP000281	X	-65.19807666	-88.11120583	-28.89054741	67.90650797	-0.717532793	19.29077448	-1.646875933	-1.951794152
AGAP000283	X	-49.47420793	15.33020232	8.733181387	45.20081321	4.469185295	8.296538993	-0.665197858	-1.084500117
AGAP000284	X	-41.97583037	-99.69593146	-48.02166006	60.49489323	-5.92113984	18.39117335	-1.012196171	-3.658020982
AGAP000285	X	33.31523176	-44.1533823	-45.81228531	-11.82737677	-2.649645219	6.754971763	0.641592021	0.823194227
AGAP000286	X	-52.13052919	-109.1457614	-52.82392724	71.18826813	-6.966696531	21.57482392	-1.019103084	-4.790374913
AGAP000287	X	-32.27210671	-13.94487574	25.84519064	31.10685434	9.404219637	1.36902952	2.377901279	0.295716863
AGAP000288	X	6.865221973	-45.19941567	-26.00564103	15.98300479	-6.54473841	4.183210168	1.160639487	-0.089353756
AGAP000289	X	-54.0957138	-88.40727666	-38.70619645	62.32814372	-3.937883537	18.5741249	-0.94801159	-3.607032317
AGAP000290	X	-50.37256664	-105.6093059	-49.92625663	69.97965639	-5.847425483	21.06212714	-1.092922442	-4.4232031
AGAP000292	X	-47.57613907	-118.7257567	-63.82961247	73.82628282	-7.099544139	20.42525438	-1.141624425	-4.749326351
AGAP000293	X	-65.51382645	-95.3678658	-34.63096153	70.39997845	-2.625537705	19.72799666	-1.543741916	-3.668664312
AGAP000294	X	-71.27475573	-93.10867956	-27.68469479	71.04139026	-0.594760813	20.33491831	-2.036821755	-3.03965763
AGAP000295	X	-42.20467895	-90.39330335	-49.46319397	51.37034734	-5.55796286	16.77370542	-0.502153743	-0.594219521
AGAP000296	X	-12.31270799	-96.48762352	-65.86952207	40.56870177	-2.738083266	17.02514691	-1.322290658	2.284116301
AGAP000297	X	-29.28864545	-41.27212612	-12.03118692	15.1254157	-8.628545203	15.5053228	0.680754641	-0.276963988
AGAP000298	X	-40.4363864	-53.48383781	21.17218982	17.80765858	7.124139211	2.123366278	1.026730416	0.422639283
AGAP000299	X	-36.81893379	-10.4632919	29.01705743	11.86329048	6.764666482	-1.057931776	1.016123793	-0.044041609
AGAP000300	X	-57.47492125	-119.3372923	-58.35121411	78.4569521	-7.30344641	23.65753598	-1.243253843	-5.245286845
AGAP000303	X	-46.86475191	-101.6212121	-44.80678084	67.15370028	-5.040616037	19.76515276	-1.31693451	-4.207756724
AGAP000304	X	8.881124301	-57.62842371	-34.45199205	-2.230555848	-6.944904304	10.70357519	0.158314288	0.97257121
AGAP000305	X	14.5759906	-25.10069735	-21.95965032	2.73690029	-5.155553944	2.681457162	0.296993652	0.645101809
AGAP000306	X	-6.39318388	4.810957639	-3.42682997	18.40964817	0.770366574	4.188580714	-0.059066085	0.008499293
AGAP000307	X	-58.27588564	-121.2358111	-57.69412771	79.77522331	-6.891554842	23.82514117	-1.318199571	-5.217672072
AGAP000308	X	-47.75303337	-8.711181456	34.70656979	-3.85834673	3.497457406	-2.874588603	1.502565451	-0.872578406
AGAP000309	X	-48.63996963	-105.8588381	-51.31823825	70.30431495	-6.420779235	21.27041254	-1.141979692	-4.71329523
AGAP000310	X	-62.86111919	-81.91429618	-36.71331588	76.46316327	-1.647609202	18.68115542	-0.995457323	-2.722559496
AGAP000311	X	-25.78459061	-15.18987243	25.44794886	13.22601651	-1.432977308	-5.694176423	1.511868251	0.352919923
AGAP000312	X	14.41872782	-50.49348692	-31.13118774	11.88217871	-5.176511405	6.292242387	0.063082934	0.528683021
AGAP000313	X	-37.39453079	-79.41560873	-44.03195109	47.48174865	-4.977023573	14.36174491	-0.121644362	-1.580080479
AGAP000314	X	-62.71326991	-117.3086366	-55.20128688	80.87306792	-6.292699301	24.00572632	-1.376981345	-5.248422371
AGAP000315	X	-61.54238124	-98.4312764	-43.14810216	66.78920887	-5.020497382	19.88350411	-1.210873742	-4.030103063
AGAP000316	X	-54.78374585	-80.95968777	-30.08126555	59.4456134	-1.565332996	17.61245124	-1.144234613	-2.162921595
AGAP000317	X	-22.14459466	12.50863209	11.31943585	41.55085063	7.197060719	1.85007939	0.155486	-0.408249634
AGAP000319	X	-63.17799612	-104.8986013	-49.14029517	76.05952894	-5.179472639	21.84529781	-1.395171464	-4.573748714
AGAP000320	X	-30.7426784	-112.2014902	-63.22233201	59.04081825	-7.590012983	18.33099842	-0.785697222	-4.226300485
AGAP000321	X	-68.42635809	28.78942737	-17.02888332	67.32867497	5.218691464	15.86835434	-2.182937608	-2.112506852
AGAP000322	X	-53.82276059	-80.10382442	-30.69664821	58.54245661	2.037271159	13.66828171	-0.620083469	-0.681430119
AGAP000323	X	-54.58490863	-120.1972754	-59.68401463	77.55786382	-7.504920314	23.33328325	-1.182081485	-5.204963231
AGAP000324	X	-27.46493142	-101.8108684	-59.30887978	57.77641972	-9.183459842	17.43754641	-0.455138903	-4.102781871
AGAP000325	X	-89.42125669	-40.12795254	48.13796138	31.60518882	15.62135794	-4.051319908	3.772138146	-0.368678739
AGAP000326	X	-45.33781336	-93.0411493	-45.565081	62.12277306	-5.132106679	19.24618791	-0.978313276	-3.555039418
AGAP000327	X	-70.9710429	-21.89821194	47.92943102	20.31063108	12.66130446	-3.735522339	2.644903895	-0.347157118
AGAP000328	X	-32.59698346	-43.66300115	9.813354333	2.547781804	-11.10882137	15.81682589	1.778027021	-0.226632133
AGAP000329	X	-44.04299266	-102.3587879	-47.67522676	63.32783628	-6.191234747	19.331275	-0.931331356	-3.943430731
AGAP000330	X	-19.28666081	-75.87053721	-44.28906376	42.29110711	-4.484189102	9.791482477	-0.578631802	0.759053254
AGAP000331	X	-63.53919206	-123.890007	-59.32929049	83.78787546	-6.958453029	24.918732	-1.395138981	-5.562093495
AGAP000332	X	-63.54887729	-118.83742	-56.15565134	81.63162654	-6.417482471	24.30736767	-1.387411977	-5.31984283
AGAP000334	X	-55.43964335	-106.7736473	-49.68969268	72.90692038	-5.635992193	21.51200972	-1.184096695	-4.499118941
AGAP000336	X	2.202588793	-79.76186822	-52.29486892	22.46528834	-9.21019688	12.00249276	0.346706777	2.325625192
AGAP000337	X	-60.43206867	-115.1519773	-54.04483178	78.90953969	-6.294068801	23.39853318	-1.277290128	-5.061470525
AGAP000338	X	-36.81970881	-102.0007951	-47.42482591	56.25678394	-9.026511548	15.27511533	1.020073474	0.236766935
AGAP000339	X	-6.955732399	-87.61370269	-55.69263148	33.87376632	-8.20913113	14.64291266	0.960261468	1.008180596
AGAP000340	X	-48.62288025	-97.59008889	-46.11782199	65.49640876	-5.893357541	19.68883488	-0.923275368	-4.164520931
AGAP000341	X	1.511429372	-34.48361985	-20.6281108	26.52613025	-3.504650577	5.966338622	0.015027006	-0.774500425
AGAP000342	X	-48.25265911	-83.8612802	-1.264705413	24.80452457	-1.201235577	6.073990369	-0.09150028	-0.675994107
AGAP000343	X	-62.08268647	-102.6271253	-41.63239475	70.33366594	-4.816871681	20.85156702	-1.307202299	-4.389207961
AGAP000344	X	-33.71503104	-88.81969056	-47.51716816	30.41628654	-8.639792731	13.95167613	0.478198415	0.711774803
AGAP000345	X	-27.37188864	-102.3336425	-59.72336647	57.83992213	-9.316771844	17.38979375	-0.334595233	-4.14971394
AGAP000346	X	-21.77572375	-11.1445159	16.57669623	14.31758395	6.884961898	0.892795427	1.262304069	-0.079346859
AGAP000347	X	0.762157461	-49.57938198	-33.56999183	11.88522312	-7.750047722	2.146934604	0.720750853	0.982409156
AGAP000348	X	-39.55339166	-118.0033978	-63.59654114	66.81876729	-7.365623695	19.68863001	-0.99729796	-4.54083274
AGAP000349	X	-29.22439654	-95.11102008	-57.34434133	56.26363557	-9.338502118	16.44400123	1.622270133	-0.404550486
AGAP000351	X	-15.58806666	-98.05361306	-68.66385569	39.5954668	5.398411622	4.537950971	-1.003308672	1.727654798
AGAP000354	X	-54.86458293	-20.65914802	41.87763478	14.71213596	9.965934436	-1.94048317	1.311227409	-0.116047144
AGAP000355	X	-44.0845417	-95.54878254	-46.98965701	66.61191076	-5.458218082	19.76390989	-0.86204098	-3.736813647
AGAP000356	X	-47.60834194	-96.73326991	-45.9955363	64.32242877	-5.916554429	19.13675973	-0.927544695	-3.746512356
AGAP000357	X	-60.22709897	-80.37868458	-29.669596	61.71800324	-2.551258063	18.57045007	-0.848198716	-3.292574347
AGAP000358	X	22.42350662	-41.69300974	-27.42017153	6.362578847	-3.407149066	5.184118795	0.198739581	0.195270298
AGAP000359	X	-32.56463987	-88.81835215	-43.77210548	52.45417175	-8.740011506	14.5904621	0.975846462	-1.761402235
AGAP000360	X	-59.69370235	-121.8310121	-58.34015096	80.65353836	-6.99471962	24.20944791	-1.33864237	-5.332546444
AGAP000361	X	-63.85470045	-112.5089857	-51.6996402	79.55846306	-5.633040698	23.08181895	-1.391277017	-4.87155424
AGAP000363	X	-45.05654829	-113.455294	-57.53296462	69.0304125	-8.326876255	21.41920733	-0.882844194	-4.985176721
AGAP000364	X	-69.90562168	-114.9714389	-50.55472757	85.10770938	-4.863647821	24.26679164	-1.221197407	-5.040592118
AGAP000365	X	-51.31417725	-90.88295286	-41.54749011	57.1925928	-4.33260006	18.10909368	-1.360299455	-3.769586733
AGAP000366	X	31.42829357	-57.54851356	-39.01051827	49.60301497	-4.036780178	14.67881176	-0.608114158	0.627064804
AGAP000367	X	-11.61045446	-87.04706739	-58.42771856	27.21180137	-8.145452077	13.71139579	0.1201113	2.221805687
AGAP000368	X	-64.81019884	-124.490383	-59.59626674	84.91844791	-7.076341319	25.16506275	-1.418764061	-5.663322489
AGAP000372	X	-46.96850917	-121.8966048	-63.88963231	71.65081787	-7.2758249	21.46272882	-1.044721446	-4.920013174
AGAP000374	X	-60.94550072	-119.0117087	-55.10127791	83.18092008	-6.333088258	24.56235579	-1.298517535	-5.429080932
AGAP000375	X	-59.86210048	-90.55619813	-37.84227348	67.01595919	-3.628621631	19.36751874	-1.19880391	-3.46990728
AGAP000376	X	-28.49565422	-104.4664681	-66.84977744	56.31292819	-9.143272617	17.4098674	-0.326787449	-4.121918973
AGAP000377	X	-26.24231556	-63.53814179	-33.28840096	41.52612537	-2.89906743	12.81198097	-1.20901936	0.415313731
AGAP000378	X	42.50375659	-51.78504518	-10.38057076	9.588738963	1.583319958	-0.924634362	1.041551639	-0.15077641
AGAP000379	X	-45.35796935	-109.6067066	-57.3545069	67.43837747	-8.556547842	21.11702354	-0.849756112	-4.791837131
AGAP000380	X	-53.20958587	-30.44874461	40.11287959	6.821859769	8.934183464	-4.156062833	2.363869069	-0.402360899
AGAP000382	X	9.83377737	-37.8645753	-37.55827793	16.74077693	-7.397131143	6.076584813	-0.13925055	0.39012484
AGAP000383	X	-32.26217351	-92.38168553	-54.67595293	56.14979038	-10.07301048	17.78654942	-0.325248418	-3.522214227
AGAP000384	X	-53.50832203	-122.6814831	-61.39829184	75.58009898	-7.941632417	23.15876581	-1.171319374	-5.17571625
AGAP000385	X	-73.34571268	-89.23092489	-26.00211406	67.05266158	-0.312793643	19.73539567	-1.679408869	-3.477261923
AGAP000386	X	-39.28358939	-94.02057404	-52.11927138	54.00303383	-7.994429389	17.06741864	-0.353486537	-2.956728843
AGAP000387	X	-45.52321172	-90.80837751	-45.93369191	57.94773988	-5.315320506	18.51613143	-1.026324933	-3.974980307
AGAP000388	X	-66.99521539	-91.14676489	-31.63753149	69.67099471	-1.851781836	20.11902344	-1.577813996	-3.49317733
AGAP000389	X	-58.77264102	-113.5163548	-53.66670831	77.22787804	-6.049809086	23.07234443	-1.311505543	-4.995246732
AGAP000390	X	-58.86018942	-115.8740037	-55.23899306	78.20356669	-6.117168518	23.24059476	-1.353327219	-4.97865675
AGAP000391	X	-57.79180347	-89.04220835	-35.96111531	65.52700038	-1.307434258	17.74101676	-1.542993282	-2.412961956
AGAP000392	X	-29.31840214	-96.32947501	-14.32346737	10.23550144	-2.998909559	3.378992227	1.322178138	0.146675785
AGAP000393	X	-5.428197461	-49.60596641	-32.62662281	16.98436736	-5.765937752	6.23254397	0.119754981	0.007840282
AGAP000394	X	-59.52571653	-111.5071438	-52.1434835	76.41109506	-5.974862988	22.45883185	-1.229846164	-4.819660569
AGAP000395	X	-59.52040542	-93.17465258	-33.50281471	67.13150783	-2.504915537	19.62996318	-1.519659369	-3.390170146
AGAP000396	X	-46.8394501	-42.81614996	13.2100302	14.07344038	-8.989223804	15.76009283	1.792096012	0.51750629
AGAP000397	X	-57.37644883	-88.59923535	-44.82089428	58.04236286	-5.372080559	18.0275779	-1.029018147	-3.818655042
AGAP000398	X	25.74581529	-105.1392199	42.64374998	7.999473716	-16.43537084	17.66455307	2.198191369	-0.581726582
AGAP000399	X	10.684134	-24.55706482	-17.76409108	6.074449065	-3.284887455	2.09825706	0.178056401	-0.437350014
AGAP000400	X	-34.33973246	-116.7838695	-65.62946246	62.76883033	-9.802330905	19.33683994	-0.378223908	-4.485310947
AGAP000401	X	-57.51034519	-85.90314412	-33.99228968	63.51974261	-2.573185125	18.62812877	-1.435177157	-2.812339181
AGAP000402	X	-57.08721869	-82.99026644	-33.67567157	60.23106743	-2.81632009	17.69321346	-1.436900563	-2.650998071
AGAP000403	X	-57.41788461	-79.77177665	-31.08499037	60.15600313	-1.222533176	17.32771183	-0.989423946	-2.297471743
AGAP000405	X	-53.81810805	-105.8554552	-52.55046818	68.31554745	-7.154887246	20.66388721	-0.853865731	-4.675246457
AGAP000406	X	-48.57854959	-115.9920266	-56.87027181	74.93322691	-7.11952264	22.39896816	-1.149734423	-4.975473465
AGAP000407	X	-46.67026635	-116.0863434	-59.84864077	68.51599358	-7.3821241	20.9989495	-0.952481473	-4.711548652
AGAP000410	X	-48.9204937	-110.7123278	-55.00472164	69.50585264	-7.578934767	21.29215776	-0.906805544	-4.683686393
AGAP000411	X	-71.53756024	-108.3080162	-45.52178596	80.4557748	-4.10156909	23.6569442	-1.243187342	-5.029302327
AGAP000412	X	-17.40301974	-112.3976544	-65.97947001	50.68158818	-7.890234794	16.78241788	-0.488219197	-3.411159834
AGAP000413	X	-52.58922895	-111.8417528	-54.57530232	73.83468171	-6.772436304	22.3981459	-1.048369579	-5.028465255
AGAP000414	X	23.75248721	13.03387744	-18.73363002	-14.57976168	0.949590436	4.48361255	0.378482009	1.307053685
AGAP000415	X	14.62903585	-29.18799499	-33.89734776	0.629024613	-3.243449356	3.821059032	0.017654073	0.777369355
AGAP000416	X	-23.81511896	-101.0903859	-67.20422085	53.37744631	-9.093667549	16.66072479	1.140033849	1.03590879
AGAP000418	X	-3.584470798	-93.01096835	-58.23959268	35.2212126	-7.523333037	13.08558118	0.032335797	2.25807502
AGAP000420	X	-54.8972085	-91.51545921	-39.84327988	64.02938025	-4.135575793	19.00611969	-1.320408678	-4.005531752
AGAP000421	X	-72.10053952	-86.40789415	-24.82935809	68.22511961	0.534433135	19.05744411	-1.924450286	-2.377565558
AGAP000422	X	-55.78509467	-107.8627982	-50.52302494	73.24431515	-5.932568345	21.92167198	-1.129105687	-4.68413059
AGAP000425	X	-18.0052962	-30.33502443	-39.40530016	6.334189138	-3.862300054	3.68514642	1.181904399	0.124092748
AGAP000426	X	-5.053481917	-82.01922737	-35.38740109	12.97211009	-7.595395702	14.60741207	0.381260632	0.038265399
AGAP000427	X	-51.92025629	-123.9899507	-59.15671815	74.77794835	-7.800323132	23.06593665	-1.187334415	-5.10221494
AGAP000428	X	-44.01787779	-106.5817987	-50.16015286	63.51549539	-6.839006864	20.16890907	-0.962738857	-4.428470316
AGAP000429	X	-64.62653838	-109.5754121	-48.6344285	78.45172511	-4.83526963	22.80358878	-1.501791507	-4.608485354
AGAP000430	X	-71.78829243	-99.90591728	-32.95867419	74.54731494	-1.59731356	21.14754367	-1.922062399	-2.931121542
AGAP000431	X	36.98326682	-0.290334982	-24.79641014	-14.31486835	4.384274111	1.845501698	-0.154002352	2.088091079
AGAP000432	X	-34.13012626	-97.89448527	-43.5693932	60.7992301	-8.892219122	18.51864431	-0.484986977	-3.269790203
AGAP000433	X	1.843391266	4.646786747	2.51081319	0.948739953	1.153611823	2.133386984	0.149606281	-0.22778385
AGAP000434	X	-89.11828846	-59.32601053	-23.35260126	77.46209153	-0.97541197	22.39502097	2.493853449	-1.411150211
AGAP000436	X	-66.39980541	-99.89837296	-38.23806589	72.65834045	-2.950745506	20.62440809	-1.509990526	-3.564846025
AGAP000437	X	-66.63228624	-6.910275198	55.62622801	1.980100992	12.21863722	-4.195635508	3.057750672	-0.766302942
AGAP000438	X	-10.01071679	-99.24269822	-62.61080422	45.76148047	-7.351826685	15.86505666	-0.392709279	-3.187963045
AGAP000439	X	-49.29637482	-84.78757614	-37.12488064	59.80787981	-3.656175855	17.19177529	-0.052584445	-1.150271713
AGAP000440	X	-7.68802336	-84.19713573	-57.43510006	28.93000606	-7.358198403	11.63819619	-0.489413968	2.264256782
AGAP000441	X	62.50639334	-63.03717239	-25.12332744	38.85843436	-8.676486933	-8.550690094	0.00831849	-2.735488953
AGAP000442	X	-58.23129587	-72.39802456	-35.72720207	85.48463367	-9.33108756	18.66235013	2.600747362	-0.8916029
AGAP000443	X	-62.80888201	-121.3443755	-57.72084643	82.49887308	-6.808408166	24.46335513	-1.401379505	-5.385800183
AGAP000444	X	-21.8345766	-107.2948795	-61.85742251	48.49284462	-7.076385998	16.77539365	-0.783987393	-4.346684166
AGAP000445	X	10.82179136	-49.02522493	-30.69692556	14.01697161	-5.741601059	7.302582889	0.335909226	1.063905114
AGAP000446	X	-50.23163486	-108.7191988	-52.96963916	69.67692428	-6.35536419	21.1692097	-0.924571737	-4.446194094
AGAP000447	X	-64.40450115	-107.6854775	-47.15986727	78.36459616	-4.944404016	22.80141663	-1.394750797	-4.77932987
AGAP000448	X	-61.22339466	-91.02596153	-36.6519649	67.89913362	-3.278133914	19.73648232	-1.391421066	-3.844869184
AGAP000449	X	-60.80096562	-127.7448509	-62.70812922	82.84091604	-7.687824479	24.78563583	-1.350751471	-5.503402825
AGAP000452	X	-40.40254833	-114.737416	-60.95958997	65.87185493	-8.675459175	20.71276973	-0.817654991	-4.934721463
AGAP000453	X	-60.77734529	-128.4969022	-63.38341988	83.07888452	-8.202197762	25.03680794	-1.363378462	-5.524217733
AGAP000454	X	-41.32686233	-111.45474	-58.13232227	64.94950701	-7.815306569	20.69735952	-0.93408984	-4.769140986
AGAP000456	X	17.06378223	-8.695246346	2.634693768	2.72228072	-1.061680069	3.188650708	-0.164240458	-0.070710572
AGAP000457	X	-47.03650812	-88.43248483	-45.79861107	54.58280826	-4.921668593	17.80746694	-0.71743946	-3.137031651
AGAP000458	X	-36.39185142	-115.0983187	-63.53826171	63.71454902	-8.939891734	19.758035	-0.845090335	-4.449315818
AGAP000459	X	4.997674721	-2.911496571	-4.254708869	5.285581147	-0.35204486	1.793928627	0.103743092	0.028604289
AGAP000460	X	-4.654153386	-89.30968025	-57.5389717	32.69864603	-8.14539325	12.84982161	0.136305195	1.547925205
AGAP000461	X	-55.82045797	-123.6265313	-61.53010387	77.82860264	-7.638257562	23.67861258	-1.29875485	-5.311345713
AGAP000462	X	28.31205363	-22.26171803	-14.39866169	-1.688993728	-2.287109238	1.043252121	0.165902286	0.094906202
AGAP000463	X	-53.11999385	-120.4253617	-60.45575343	76.9409239	-7.850125323	23.06355227	-1.134625364	-5.159574951
AGAP000466	X	-23.10478974	-82.9304648	-61.48459687	38.49090542	-6.387499507	14.80781195	-0.66220587	1.944745229
AGAP000467	X	-49.55646245	-118.7628011	-58.88489686	72.06797612	-8.253830527	22.14865265	-1.028734739	-5.030467799
AGAP000468	X	-56.26354351	-118.9462482	-58.35769851	77.45037746	-7.225916556	23.17185483	-1.199169739	-5.107467809
AGAP000469	X	82.57123157	-32.41620679	-27.91171431	-54.09982076	3.574215952	2.256424977	-0.421158146	1.167983285
AGAP000470	X	-30.94072364	-8.00540778	18.670264	-18.43462188	4.096354595	-6.774313943	0.269960196	-0.770759285
AGAP000472	X	-49.00873361	-112.9436975	-56.53791655	70.13765083	-8.171694878	21.87295677	-0.916596091	-4.966415473
AGAP000473	X	-42.34771052	-51.9028947	55.46691072	27.07184488	-10.08688496	16.63956974	3.130159351	-0.124801294
AGAP000474	X	-52.15394379	-114.3264683	-56.54739853	71.93564336	-8.061376251	22.04109088	-0.94304044	-5.061865361
AGAP000475	X	-32.78486491	-98.79944076	-59.25192319	60.98715168	-8.930886773	19.14656559	-0.671601292	-4.240353471
AGAP000476	X	-35.81986446	-115.3058468	-63.99177211	63.518192	-9.203878413	19.72414214	-0.604733521	-4.67809996
AGAP000477	X	-36.5911256	-91.80207264	-54.12454176	54.83990314	-7.971512077	17.64610818	-0.604250316	-4.198948737
