gene_name	chro	tsne1	tsne2	fst-general	fst-2l	fst-2r	fst-east-central_	fst-east_west	fst-east-west_ctral	fst-m_s	fst-sex	fst-west-central	snp	chro2	chro3	non	syn	snp2	aom	bfm	bfs	cms	gas	gns	gwa	kes	ugs	fst_avr	tsne_p50_1	tsne_p50_2	gene_start	gene_end	nature	nature2	inv2r	inv2r2
AGAP000097	X	-2.362407098	0.308891014	0.072471294	0.002174401	0.005140219	0.059216775	0.055120474	0.049183964	0.015995949	0.00453952	0.003515095	147	X	X	29	138	167	0.047903708	0.004028916	0.001496324	0.004850768	0.026737136	0.009556714	0.017034388	0.311741739	0.002024905	0.047263844	-8.439337758	9.623106255	1574720	1576305	1	geo	0	0
AGAP000098	X	-0.664067024	7.748051903	0.040756311	0.006019831	0.001588933	0.023195189	0.020644464	0.020168615	0.009353629	0.003384519	0.004181615	391	X	X	170	276	446	0.041947522	0.004717409	0.002709046	0.001730927	0.021121916	0.005409823	0.005225727	0.179696529	0.001175545	0.029303827	-112.2075151	-40.98768359	1578806	1580422	1	geo	0	0
AGAP000099	X	-0.329706832	2.63821689	0.049124581	0.005134791	0.005334445	0.029233564	0.023435963	0.018459128	0.020783644	0.004460758	0.005420226	283	X	X	5	314	319	0.062745927	0.003326788	0.004769925	0.002581011	0.066209189	0.007540288	0.005519233	0.159841725	0.001223584	0.034861963	-14.16785751	-14.40044555	1609322	1620721	1	geo	0	0
AGAP000100	X	-1.519908887	0.454207585	0.03833237	0.004244323	0.000638177	0.026885365	0.018009287	0.011876578	0.004914492	0.000271697	0.006696326	67	X	X	32	38	70	0.005411926	0.015001996	0.003916622	0.00393023	0.003262019	0.004402813	0.019855674	0.189521454	0.001200848	0.027389287	-15.7349874	21.2318055	1628900	1629785	1	geo	0	0
AGAP000102	X	0.680290741	7.055786444	0.046630692	0.006606082	0.003783638	0.016824425	0.012684236	0.012552332	0.023159416	0.007803594	0.010606521	564	X	X	294	354	648	0.088697151	0.013428166	0.004332567	0.003321629	0.05809767	0.004596994	0.011862679	0.090018904	0.010989996	0.031705084	-108.1229659	-37.97162823	1734441	1738258	1	geo	0	0
AGAP000104	X	-1.188415152	0.25025464	0.040656576	0.004847997	0.003359588	0.020834885	0.017979846	0.017233517	0.024074405	0.002023655	0.004810718	97	X	X	30	77	107	0.100851305	0.004918036	-0.001000922	0.005016909	0.00961098	0.002577415	0.00454305	0.123561414	0.001621077	0.027966585	0.918158915	-4.364536558	1739264	1746900	1	geo	0	0
AGAP000105	X	0.707019054	8.637796637	0.048874756	0.010446426	0.018531865	0.01978434	0.016329019	0.015231658	0.018177237	0.008232822	0.006069733	671	X	X	403	370	773	0.07637578	0.004236707	0.010499135	0.005236898	0.067409959	0.002627431	0.011715445	0.12090532	0.003769981	0.033641851	-124.4638583	-22.85482136	1749256	1751758	1	geo	0	0
AGAP000106	X	2.164178585	6.106392579	0.052015718	0.003038461	0.004925528	0.013482352	0.014649371	0.018197237	0.012503632	0.007452987	0.002746339	422	X	X	205	273	478	0.045878686	0.004441775	0.001227278	0.005376363	0.066608113	0.000330817	0.003607454	0.183332585	0.009856298	0.035628819	-98.60683492	-6.169535178	1752973	1765061	1	geo	0	0
AGAP000108	X	-0.402161311	1.559226756	0.024841547	0.003185059	0.002653128	0.005978463	0.007604271	0.016075349	0.020552334	0.001006496	0.005478567	68	X	X	17	60	77	0.101282862	0.016160653	0.002197157	0.002606773	0.002359931	-0.003977259	-0.001400364	-0.004462248	0.011999095	0.014085178	-17.5414329	-24.19746561	1788029	1789220	1	geo	0	0
AGAP000109	X	-0.38773461	0.78658193	0.004206309	0.001657355	0.000179596	0.001950006	0.002182687	0.003968345	0.001094986	0.002734195	0.001088463	56	X	X	15	48	63	0.000588323	0.000264	-0.000551854	0.001935573	0.00949325	0.002548667	0.009149532	0.003412979	0.000434484	0.00303055	7.203974069	21.42702528	1792391	1793512	1	geo	0	0
AGAP000110	X	3.542126693	4.504241646	0.153555773	0.014658318	0.013603462	0.018046322	0.015606052	0.02079556	0.058211446	0.010060069	0.013925557	160	X	X	69	117	186	0.179863523	0.008162467	0.006328083	0.015878143	0.395478495	0.003639166	0.007441283	0.129688559	0.004972577	0.0834947	-66.21526338	20.72196821	1793946	1794897	1	geo	0	0
AGAP000111	X	0.873932099	2.754826227	0.05339589	0.007968495	0.003553672	0.008981327	0.011706178	0.023820453	0.044870379	0.011635003	0.010236442	199	X	X	108	105	213	0.132368343	0.039820301	0.002116767	0.006940747	0.064680909	0.002420442	0.020281184	0.035268149	0.002457538	0.034039376	-21.96925791	-2.37383099	1796537	1797733	1	geo	0	0
AGAP000112	X	-0.790282029	7.885745088	0.041527974	0.005387204	0.003789513	0.012818833	0.012021871	0.016753145	0.016946824	0.009459085	0.008238528	478	X	X	174	380	554	0.08491853	0.007678973	0.003229959	0.003826559	0.023618176	0.001155984	0.018031621	0.1090183	0.007159948	0.028737561	-113.4589088	-48.50087951	1798381	1835932	1	geo	0	0
AGAP000114	X	0.521397634	9.265189609	0.057571233	0.009170743	0.008547321	0.018454305	0.014749657	0.014142953	0.030355085	0.006654764	0.008312455	1141	X	X	528	821	1349	0.122788857	0.008349452	0.005539906	0.008922506	0.076049448	0.003912349	0.005542519	0.102606363	0.006577045	0.037809827	-129.8309923	-22.12365708	1857410	1882218	1	geo	0	0
AGAP000115	X	2.283264957	5.704072767	0.061462838	0.008750145	0.005185115	0.019356599	0.014273419	0.010898716	0.034842644	0.007946203	0.007454769	298	X	X	142	195	337	0.126282515	0.004522775	0.002936119	0.007778765	0.101368038	0.0068061	0.005617443	0.100968521	0.007736483	0.040446307	-98.67863147	-12.77847989	1865162	1866412	1	geo	0	0
AGAP000116	X	-0.818060377	7.569775688	0.033022613	0.002410681	0.002230371	0.013089209	0.012163377	0.012788607	0.013535566	0.011936154	0.003339312	384	X	X	138	302	440	0.049072394	0.003525018	0.00351089	0.003210781	0.035171186	-0.000816484	0.006196036	0.110046451	0.001842889	0.023528796	-105.8308584	-23.05942942	1919638	1924926	1	geo	0	0
AGAP000117	X	1.185960455	-0.076443722	0.029133527	0.004483976	0.001338783	0.011411939	0.010400627	0.010954075	0.010623101	0.001070492	0.001144288	150	X	X	24	135	159	0.051898478	0.00509424	0.001540221	0.003164236	0.041944853	0.00255732	0.007817277	0.070549005	0.001602952	0.020685398	21.78799549	-29.27560159	1929371	1935351	1	geo	0	0
AGAP000118	X	0.791238678	0.493243742	0.019894251	0.000867147	-0.000119701	0.005818186	0.005071695	0.004333547	0.01369609	0.002101067	0.000759229	129	X	X	41	105	146	0.041970825	0.005097273	0.000438609	0.001694799	0.038966007	-0.002319722	-0.003186796	0.0434668	-0.000771725	0.013928452	2.367994594	22.20072111	1937074	1938427	1	geo	0	0
AGAP000119	X	0.236016049	-0.581820793	0.048573928	0.003617548	0.003142323	0.019082356	0.016403308	0.015792749	0.013852655	0.007879745	0.004447632	195	X	X	58	155	213	0.046420202	0.004626096	0.002371061	0.004281241	0.088587713	-0.000794091	0.00528286	0.152453926	0.001394017	0.033847003	23.93859502	36.28411193	1941492	1942726	1	geo	0	0
AGAP000120	X	-2.553279433	2.337382323	0.030065029	0.002150276	0.003281043	0.014883018	0.013851822	0.013507663	0.003426415	0.006714477	0.002541736	173	X	X	69	122	191	0.023898897	-0.000329422	0.00230603	0.002773099	0.016534957	-0.003236345	0.008363833	0.14022394	0.004552726	0.021676413	-32.83859904	24.53158621	1944205	1945422	1	geo	0	0
AGAP000121	X	1.865142081	6.785958843	0.054152377	0.004581539	0.00291382	0.019309035	0.016990201	0.016505048	0.013462682	0.004405238	0.004970755	368	X	X	90	336	426	0.047985579	0.0030566	0.002045963	0.00404083	0.126432694	-0.000571279	0.004182445	0.145298131	0.001533795	0.03711164	-99.24900268	-8.907122587	1966956	1969598	1	geo	0	0
AGAP000123	X	0.515344979	7.843737804	0.046824261	0.00237141	0.004123683	0.015283109	0.012525688	0.010413897	0.025098774	0.00580724	0.00355655	666	X	X	233	513	746	0.100573941	0.005110806	0.004316458	0.004263445	0.052654591	0.014146744	0.001875156	0.106473485	0.002924423	0.032482117	-104.0164464	-16.2153636	2001189	2014165	1	geo	0	0
AGAP000124	X	-0.241307013	9.171475379	0.048394195	0.007778765	0.011548692	0.006151611	0.006148456	0.010161046	0.02420301	0.004519281	0.005657585	1053	X	X	373	855	1228	0.094391001	0.001614655	0.004260864	0.008283656	0.076595964	0.005060626	0.010227453	0.091307656	0.002401217	0.032682566	-128.6582788	-34.31487514	2018689	2026485	1	geo	0	0
AGAP000126	X	-0.009017797	9.74881244	0.04310649	0.005413628	0.007049837	0.012700679	0.010138211	0.010672788	0.013574062	0.007297674	0.006524266	1592	X	X	824	1038	1862	0.062302268	0.004851262	0.006016869	0.004019656	0.083316132	0.002584375	0.007935098	0.094398588	0.003030555	0.029828311	-133.7077898	-31.85466169	2031552	2037633	1	geo	0	0
AGAP000127	X	0.364453152	3.954575294	0.040424993	0.007503661	0.003690736	0.023443586	0.018372444	0.013268003	0.01497169	0.011384249	0.004120047	239	X	X	98	180	278	0.05387076	0.002542619	0.005112045	0.002895346	0.084977571	0.00459698	0.003786074	0.094256449	0.002711119	0.02830544	-7.615261625	-37.96264694	2039138	2040570	1	geo	0	0
AGAP000128	X	1.129684101	7.128117947	0.038374369	0.002715684	0.002175043	0.012386864	0.013716941	0.018293168	0.011548426	0.001639855	0.001949431	280	X	X	86	222	308	0.038536624	0.007009744	0.003233769	0.003647645	0.047839273	-0.001438238	0.006067834	0.132403564	0.005642463	0.026993631	-101.4185535	-17.59730903	2057361	2061212	1	geo	0	0
AGAP000129	X	-0.257916205	8.681968903	0.044735272	0.00539645	0.003433625	0.024644442	0.021579252	0.019361659	0.015978298	0.008803173	0.003822439	629	X	X	202	500	702	0.067900317	0.006049862	0.000963836	0.00254418	0.038628338	0.000835587	0.002222782	0.161868249	0.002162608	0.031463973	-124.4399687	-34.35173558	2065516	2073304	1	geo	0	0
AGAP000131	X	-0.457339842	6.395634781	0.06648698	0.002930535	0.003492002	0.034376141	0.032312248	0.030794092	0.011915177	0.003856798	0.002404169	606	X	X	168	504	672	0.047491241	0.004737892	0.002458004	0.003683872	0.046801851	0.001478772	0.01019204	0.278099305	0.002792469	0.044192827	-96.82431608	-24.27358984	2078637	2083702	1	geo	0	0
AGAP000132	X	1.638228451	1.092779192	0.081478422	0.008187164	0.014776049	0.011549945	0.017914535	0.034333602	0.022802528	0.007592374	0.00944396	103	X	X	61	50	111	0.077821513	0.011533119	0.011507285	0.012899584	0.203398383	0.007378892	0.004189847	0.138845115	0.00051167	0.05200949	-55.30461182	25.23269014	2083769	2084444	1	geo	0	0
AGAP000133	X	-0.161060912	0.113089026	0.012837073	0.002458004	0.000428036	-0.000191186	-0.000921204	-0.000791871	0.011493993	-0.002158317	0.00230488	7	X	X	5	2	7	0.046180591	0.000786939	-0.00056105	0.000977852	0.030502568	0.004653124	-0.000903812	-0.004173954	-0.000334858	0.008569711	10.40154275	3.859074514	2090480	2091343	1	geo	0	0
AGAP000136	X	0.053797756	8.895480148	0.077545108	0.00508374	0.006632597	0.030909373	0.027713044	0.025031662	0.027553834	0.004609762	0.005925873	987	X	X	380	745	1125	0.113904447	0.002532166	0.003311004	0.005981436	0.067125864	0.003510303	0.013570479	0.247667141	0.004978864	0.051397967	-123.7163721	-28.21752531	2101775	2106316	1	geo	0	0
AGAP000137	X	0.377214391	8.354119171	0.078562626	0.008679193	0.008726725	0.037416126	0.035784198	0.045145272	0.022074603	0.005946501	0.019642036	409	X	X	152	317	469	0.121833189	0.011831227	0.00446072	0.005125811	0.048558955	0.000919197	0.052539836	0.226566612	0.005216132	0.053005742	-115.5896882	-23.54731994	2108015	2110819	1	geo	0	0
AGAP000138	X	-0.756139675	3.677648085	0.007769521	0.000286764	-0.000248861	0.001452998	0.00015051	-0.000792816	0.00779341	0.004657016	0.001302066	146	X	X	6	155	161	0.024007661	0.000746416	7.83E-06	0.000900191	0.01047729	0.002097343	0.001621096	0.00081462	0.004509507	0.005020218	-17.63304489	-23.61555891	2120272	2139554	1	geo	0	0
AGAP000139	X	-0.415231438	8.89153783	0.068783005	0.005400434	0.008918527	0.031923445	0.031275196	0.032978254	0.011866134	0.00475441	0.005520264	1055	X	X	551	667	1218	0.052122737	0.011167159	0.004373994	0.006556018	0.072645123	0.005921874	0.009542968	0.248974242	0.004235661	0.046171086	-120.5326395	-31.21505016	2144313	2149187	1	geo	0	0
AGAP000140	X	0.995394088	7.587819802	0.050441614	0.005686852	0.004132602	0.009428188	0.00765015	0.013538899	0.02309714	0.007057723	0.012972186	520	X	X	300	308	608	0.047983639	0.028131917	0.003873432	0.002657897	0.097578428	0.003273049	0.038685655	0.083412365	0.008375739	0.034885791	-117.3726616	-17.57091808	2149577	2152578	1	geo	0	0
AGAP000141	X	0.161947442	9.601141616	0.051086179	0.00722261	0.004910353	0.017204545	0.013733792	0.013503708	0.019083132	0.004771361	0.007406402	1756	X	X	949	1094	2043	0.080574864	0.008959305	0.004268482	0.003088515	0.102911545	0.00126565	0.008854746	0.10269022	0.002171541	0.034976097	-136.5462926	-32.77423473	2158496	2166394	1	geo	0	0
AGAP000142	X	0.876717758	8.043863961	0.034129163	0.003662615	0.002788112	0.012454153	0.011279974	0.013501352	0.008356148	0.004391822	0.004809937	725	X	X	252	576	828	0.038547986	0.006687541	0.002051363	0.003376753	0.074245954	0.001276721	0.004480154	0.082382578	0.002524106	0.023952573	-116.0364985	-16.3976528	2170814	2177965	1	geo	0	0
AGAP000143	X	0.708949897	7.803446402	0.050271721	0.006612949	0.004499741	0.027856828	0.023559754	0.019555207	0.016701185	0.003485864	0.005506761	630	X	X	226	499	725	0.05958604	0.008326514	0.003471862	0.006054143	0.076450382	0.000401997	0.005541079	0.152795371	0.000446099	0.034785943	-108.9729514	-20.63550118	2180446	2185660	1	geo	0	0
AGAP000144	X	0.36263041	7.727956224	0.050844338	0.003559363	0.002258825	0.019196193	0.01814565	0.019208491	0.028222725	0.005777051	0.006552811	169	X	X	31	163	194	0.067872379	0.007417476	0.000713389	0.003870215	0.090471582	0.002925579	0.010250542	0.137818878	-0.00070588	0.035626018	-106.4253818	-22.39376907	2190074	2196046	1	geo	0	0
AGAP000145	X	-0.390611865	0.466220298	0.002397233	0.001033836	-0.000170929	-6.22E-05	-0.000662899	0.000528252	0.001587133	0.01201457	0.00199984	23	X	X	0	24	24	-0.003594146	0.007549589	0.005197403	0.001458644	-0.00390265	0.000895266	0.010362683	-0.0051563	-0.000963806	0.001316298	-2.125254078	14.29507608	2217660	2233001	1	geo	0	0
AGAP000146	X	1.619097536	7.371227345	0.055950284	0.008380953	0.004722257	0.018094021	0.014865232	0.017797413	0.02631405	0.005822491	0.011618072	781	X	X	412	482	894	0.125607704	0.011108632	0.002616577	0.003886667	0.088215147	0.004020066	0.011554674	0.088445317	0.001937499	0.037488031	-107.3732072	-11.12116178	2307849	2318278	1	geo	0	0
AGAP000147	X	0.849883919	7.995440682	0.06305243	0.011836409	0.015586495	0.013642168	0.009254264	0.006347759	0.052723688	0.005297271	0.007055457	305	X	X	138	208	346	0.13209781	0.021683029	0.015294448	0.008399259	0.081239727	0.003905814	0.026434876	0.079953233	0.002210156	0.041246484	-116.2015339	-17.97874833	2331925	2334904	1	geo	0	0
AGAP000149	X	-0.54259554	7.22080862	0.034629806	0.003642016	0.003485338	0.017253902	0.015090726	0.015107274	0.009665938	0.003381809	0.005026322	596	X	X	198	488	686	0.035360018	0.007353486	0.001658951	0.003061433	0.053371134	-0.000186923	0.006336688	0.110935191	0.004035353	0.02465837	-94.48816859	-34.06126733	2338747	2346372	1	geo	0	0
AGAP000150	X	-0.656257402	3.840988107	0.015945287	-0.000204644	-0.000621198	0.002604491	0.002778072	0.003501919	0.014577757	0.000609611	0.000224896	107	X	X	62	68	130	0.066723949	0.001168141	0.000843495	0.001319557	0.007714257	-0.004168086	0.00340418	0.016588267	0.000307026	0.010433421	-96.68430528	-34.67431705	2405458	2406119	1	geo	0	0
AGAP000151	X	-0.900322207	1.838584333	0.04393443	0.003347231	-0.000849398	0.044646714	0.041982908	0.039813581	0.013651246	0.001081799	0.000712131	57	X	X	35	33	68	0.036464791	0.003914721	-0.000394415	-0.000436393	0.048699965	0.00220954	0.017693766	0.16859006	0.008870693	0.031734748	-89.07741456	-19.34252506	2454823	2455534	1	geo	0	0
AGAP000152	X	-1.31344325	1.567708588	0.056187646	0.003491882	0.007594828	0.020672041	0.023461738	0.031884991	0.008762199	0.017353366	0.004465292	85	X	X	58	38	96	0.058570971	0.007017762	0.004975187	0.01664891	0.053920949	-0.00124264	0.00977378	0.183063783	0.002348928	0.037230848	-98.71767412	-30.34533054	2455825	2456455	1	geo	0	0
AGAP000153	X	-0.041034807	9.037458155	0.031413144	0.003605543	0.003484896	0.012112479	0.010414267	0.010572593	0.013179735	0.003101365	0.003869379	1257	X	X	449	1006	1455	0.04987905	0.002410726	0.002677863	0.004345734	0.031274143	0.007513463	0.005930343	0.094377432	0.003798789	0.022467505	-130.9897626	-34.51797985	2466316	2477593	1	geo	0	0
AGAP000154	X	-0.24819242	8.035941473	0.042994148	0.003666768	0.003746322	0.015340267	0.013389031	0.013503888	0.010619517	0.006626768	0.005907567	568	X	X	311	354	665	0.064625354	0.00785035	0.003892832	0.001474411	0.050879174	0.002451843	0.006582128	0.132281519	0.003922721	0.030440037	-113.3295645	-28.21435338	2485052	2486869	1	geo	0	0
AGAP000155	X	1.357465074	7.346954657	0.036251663	0.012842822	0.00166837	0.022012374	0.014138438	0.006899219	0.00685074	0.003830797	0.008815639	327	X	X	194	176	370	0.060025195	0.011450155	0.002604573	0.001104644	0.065855846	0.00994872	0.004766091	0.077391375	0.000438923	0.025953947	-106.7845009	-11.40752596	2489228	2490404	1	geo	0	0
AGAP000156	X	-1.21168336	7.453550136	0.0319548	0.001243042	0.00305285	0.019480002	0.019886526	0.019859241	0.007921347	0.013605219	0.001223254	269	X	X	124	183	307	0.026411041	0.002465056	0.00135573	0.003025266	0.006659287	-0.002210614	0.000308489	0.164742467	0.002416263	0.022796998	-91.35221489	-40.19727058	2734410	2742455	1	geo	0	0
AGAP000158	X	-4.790631196	1.325579435	0.110989091	0.002036674	0.014325194	0.040686606	0.048690043	0.059527761	0.020059058	0.017380261	0.003927935	225	X	X	78	181	259	0.136119417	0.009429898	0.002421395	0.014502638	0.015405495	0.004267183	0.012764402	0.388109026	0.003876279	0.065210637	-32.94843193	93.1130368	2773938	2777011	1	geo	0	0
AGAP000159	X	-1.179593155	7.275608768	0.042485897	0.001518392	0.00408636	0.025126161	0.022883884	0.021392693	0.005880879	0.008022351	0.002501056	348	X	X	67	320	387	0.023790081	0.002974451	0.002705939	0.002874043	0.010170352	0.010921043	0.007663056	0.210449325	0.001368316	0.030324067	-88.39757516	-32.40125888	2780430	2816494	1	geo	0	0
AGAP000161	X	0.386892006	8.88079848	0.050484526	0.005294337	0.002481099	0.025247674	0.022170226	0.019273219	0.025783129	0.004274557	0.003722766	742	X	X	326	546	872	0.079894495	0.00461281	0.002923543	0.003111177	0.063712068	-0.000170209	0.002134156	0.15162829	0.00550143	0.034816418	-123.8637105	-25.7101455	2822718	2830085	1	geo	0	0
AGAP000162	X	-1.589873069	7.053205456	0.042198718	0.002604848	0.003955097	0.027422917	0.027662765	0.029437704	0.011610146	0.005103944	0.002974029	379	X	X	150	285	435	0.041063428	0.016501954	0.005408615	0.003288851	0.023281838	0.002448996	0.008490412	0.162272555	0.004474066	0.029692302	-97.17061875	-29.22360783	2832353	2836376	1	geo	0	0
AGAP000163	X	0.025458536	-0.415974254	0.070406793	0.00179025	0.006905713	0.060438024	0.061510887	0.067449594	0.02412157	0.00584598	0.003810711	114	X	X	41	86	127	0.09642069	0.006548355	0.002603559	0.006899243	0.037301639	0.007357224	0.005143515	0.253615539	0.004199684	0.046676605	22.20308693	13.293543	2843996	2846441	1	geo	0	0
AGAP000164	X	1.63797453	7.363646531	0.068111254	0.007454938	0.010900668	0.026133628	0.023850115	0.025954978	0.008472712	0.020245905	0.009715131	253	X	X	137	139	276	0.04379231	0.012269757	0.006327745	0.013363463	0.11106784	0.0126154	0.014346529	0.19287955	0.005614451	0.045808561	-110.1502161	-9.394557236	2848251	2849270	1	geo	0	0
AGAP000165	X	-2.214012236	0.422702856	0.069950664	0.00551152	0.004688095	0.045751528	0.040092507	0.028158626	0.011040267	0.005797115	0.002652906	91	X	X	30	70	100	0.036418694	0.000106267	0.00352758	0.003310329	0.023690482	0.004728376	0.001217167	0.324242065	0.003186235	0.044491911	-11.08564902	45.38035688	2849321	2851042	1	geo	0	0
AGAP000166	X	-0.805085171	6.306906224	0.023290757	0.001809677	0.009246462	0.011507639	0.011564516	0.01305518	0.008584756	0.003537518	0.001835176	202	X	X	91	137	228	0.036884093	0.003011754	0.00455671	0.002809185	0.010866988	0.001961221	0.008143994	0.08327674	0.001079684	0.016954486	-96.98555959	-39.91432682	2853227	2855005	1	geo	0	0
AGAP000167	X	-0.967806218	5.007083651	0.029542229	0.001065843	0.002694763	0.007781431	0.007378049	0.009870945	0.007768367	0.003645943	0.003682516	167	X	X	54	137	191	0.041526105	0.002998037	0.002496313	0.008603199	0.061761237	-0.002916792	0.000258296	0.061011639	0.001395324	0.019681484	1.015239152	-50.65719224	2865740	2870153	1	geo	0	0
